first_word	empirical	total_emit_count	is_claude	has_ground_truth	vote_majority	vote_weighted	vote_strength	gemma_pred	gemma_softmax	gemma_correct	qwen_pred	qwen_softmax	qwen_correct	ministral_pred	ministral_softmax	ministral_correct	gpt_oss_20b_pred	gpt_oss_20b_softmax	gpt_oss_20b_correct	granite_pred	granite_softmax	granite_correct	majority_correct	weighted_correct
(｡・̀‿・́｡)	nan	0	False	False	LP	LP	3-1-1	NB	0.5579198733403012	False	LP	0.2133427900184284	False	HN-S	0.2582782359044419	False	LP	0.2675768258379229	False	LP	0.6177134532508067	False	False	False
(｡・́ω・̀｡)	nan	0	False	False	LN	LN	2-2-1	LN	0.9797013415035212	False	HN-D	0.2260044201483075	False	LN	0.2321185305398208	False	LP	0.2720579736345991	False	LP	0.8376539367723356	False	False	False
(｡・́‿・̀｡)	LN	5	False	True	LN	LP	2-2-1	LN	0.4922636644059009	True	HN-D	0.2219819266050346	False	LN	0.2285847540011981	True	LP	0.3044654619319332	False	LP	0.754692848329199	False	True	False
(｡・́⌒・̀｡)	nan	0	False	False	LN	LN	2-2-1	LN	0.9980187794561995	False	HN-S	0.2370209886685556	False	LN	0.2319714312844827	False	LP	0.3028042330055028	False	LP	0.6083594499735985	False	False	False
(｡・́︵・̀｡)	LN	1	False	False	LN	LN	3-2	LN	0.9962636613141764	False	HN-S	0.2332724318102586	False	HN-S	0.3116806923976076	False	LN	0.2112520178548409	False	LN	0.5376434559642058	False	False	False
(｡・́︿・̀｡)	LN	206	True	True	LN	LN	2-2-1	LN	0.9416165766897192	True	HN-D	0.2490545823785949	False	HN-D	0.2570651372467508	False	LN	0.23550356320881	True	LP	0.4188406813529707	False	True	True
(｡・ω・｡)	LP	14	True	True	LP	LP	3-2	NB	0.7921896620603428	False	LP	0.2312203620683945	True	NB	0.3710400616394012	False	LP	0.2315605853144258	True	LP	0.781157104763799	True	True	True
(｡・‿・｡)	LP	2	True	False	LP	LP	4-1	LP	0.54152257643114	False	LP	0.2016123047613543	False	NB	0.2924227217900262	False	LP	0.349222474905156	False	LP	0.8310388734778981	False	False	False
(｡・∀・)｡'	LN	1	False	False	LP	LP	4-1	LP	0.5646682291670126	False	LP	0.2184566014078793	False	NB	0.5216307729520594	False	LP	0.2316971343258607	False	LP	0.7782200797822818	False	False	False
(｡・∀・)ﾉﾞ	LN	2	False	False	HP	HP	2-2-1	HP	0.7336641888828696	False	LP	0.2317146039611816	False	NB	0.3898831884569476	False	HP	0.5490329280825544	False	LP	0.9038597219472404	False	False	False
(｡・ㅅ・｡)	LP	3	False	True	LP	LP	4-1	LP	0.4789905624013511	True	LP	0.2261037726307078	True	NB	0.3567542328651999	False	LP	0.2464263746433253	True	LP	0.7714721634249702	True	True	True
(ﾉ>ω<)	HP	34	False	True	HP	HP	3-2	HP	0.9999936330461624	True	HP	0.2235489318533136	True	LN	0.4113422260290831	False	HP	0.320841961847398	True	LN	0.8821687469220408	False	True	True
(ﾉ^_^)	LP	1	False	False	HP	HP	2-2-1	HP	0.998075091930884	False	LP	0.2339150469870795	False	LN	0.2670388693846192	False	HP	0.4455925162727297	False	LP	0.6806656569051724	False	False	False
(ﾉ´-`ﾉ)	HN-D	1	False	False	LN	LN	2-2-1	LN	0.8690081913880631	False	HN-D	0.2178982872506028	False	HN-D	0.4711188891929992	False	HN-S	0.2620912855679397	False	LN	0.954137248732561	False	False	False
(ﾉ´_´)	LN	2	False	False	LN	LN	2-2-1	LN	0.8382934579702693	False	HN-D	0.2788378435335682	False	HN-D	0.5164970025618145	False	HP	0.2475895469179235	False	LN	0.6810107525964526	False	False	False
(ﾉ´ω`ﾉ)	HN-D	4	False	True	LN	LN	2-1-1-1	LN	0.962073623179964	False	HN-D	0.233078277845692	True	LN	0.3844843643276389	False	HP	0.2203304625515598	False	LP	0.5799004398765764	False	False	False
(ﾉ´з`)	HP	1	False	False	HN-D	LP	2-1-1-1	LN	0.7727393191925397	False	HN-D	0.2049536517632015	False	HN-D	0.3054590058475884	False	HP	0.2850929703643814	False	LP	0.8424255655865461	False	False	False
(ﾉ´・ω・)	LN	3	False	True	HN-D	LN	3-2	LN	0.8027073644420267	True	HN-D	0.2189121865052227	False	HN-D	0.3422456531645316	False	HN-D	0.2532560011332564	False	LN	0.7546972178695169	True	False	True
(ﾉ´・ω・`)	HN-D	22	False	True	HN-D	LN	3-2	LN	0.952553167116818	False	HN-D	0.2217432326152527	True	HN-D	0.3135606152892307	True	HN-D	0.2958211923696294	True	LN	0.928040943617551	False	True	False
(ﾉ´ﾉ)	HN-D	2	False	False	HP	HP	2-2-1	HP	0.515586924750992	False	HN-D	0.2061345101649773	False	HN-D	0.3651289726713554	False	HP	0.3137519198843237	False	LP	0.6990204810105588	False	False	False
(ﾉ´ﾟдﾟ)	HP	1	False	False	HN-D	LN	2-1-1-1	HN-S	0.7386440599715314	False	HN-D	0.2768695015358689	False	HN-D	0.3219870859914576	False	HP	0.2606935727311538	False	LN	0.7723663433847643	False	False	False
(ﾉωﾉ)	nan	0	False	False	HN-D	LN	3-2	LN	0.6007661424235261	False	HN-D	0.2047278271777433	False	HN-D	0.372513116982316	False	HN-D	0.440615761381054	False	LN	0.5476969407895321	False	False	False
(ﾉ≧▽≦�	HP	1	False	False	HP	HP	2-2-1	HP	0.9999989171228728	False	HN-D	0.1963511154066464	False	HN-D	0.2969246399535961	False	HP	0.2856478654453461	False	NB	0.4968204532842301	False	False	False
(ﾉ◕‿◕	HN-S	1	False	False	HP	HP	3-2	HP	0.9926777601685752	False	HP	0.2161537593070696	False	LN	0.2623956196536345	False	HP	0.6720559219740719	False	LN	0.7287561071553824	False	False	False
(ﾉ◕ヮ◕	HP	2	False	False	HP	HP	3-1-1	HP	0.9997979900144714	False	LP	0.2095847304610807	False	HN-D	0.2141718144474039	False	HP	0.5835370322554839	False	HP	0.8156117392618003	False	False	False
(ﾉ◕ヮ◕)	HP	407	True	True	HP	HP	3-1-1	HP	0.9997979892254646	True	LP	0.2095658184762333	False	HN-D	0.2141750152581931	False	HP	0.5834604408624379	True	HP	0.8156117864752611	True	True	True
(ﾉﾞﾉﾟ)	HN-S	1	False	False	HP	HP	2-2-1	HP	0.999586456675175	False	HN-D	0.2219201167420638	False	HN-D	0.3589750063278846	False	HP	0.7150533364950263	False	LN	0.971717398965518	False	False	False
(ﾟωﾟ)	LP	1	False	False	NB	NB	2-1-1-1	NB	0.5863514898504145	False	HN-D	0.1837191080401821	False	LN	0.4457355983131025	False	HN-S	0.2223173895048044	False	NB	0.8083486948521769	False	False	False
(ﾟдﾟ)	HN-D	30	False	True	HN-S	LN	2-2-1	HN-S	0.922568758611778	False	HN-D	0.1935727894634679	True	LN	0.4204400310074948	False	HN-S	0.3519211667275549	False	LN	0.9867899866429124	False	False	False
(ﾟ‿ﾟ)	LP	3	False	True	LN	LN	2-1-1-1	NB	0.8512037363895053	False	HN-S	0.1946806559702286	False	LN	0.3610425571412428	False	HP	0.2006888938630833	False	LN	0.8669942403921903	False	False	False
(ﾟ∀ﾟ)	HP	7	False	True	HP	HP	3-1-1	HP	0.9792549837239574	True	HP	0.2307009280282248	True	LN	0.4006067384477172	False	HP	0.3268671155405772	True	LP	0.5752050976965094	False	True	True
(ﾟ∇ﾟ)	HP	4	False	True	HP	HP	2-2-1	HP	0.9999400093481532	True	LP	0.1972403997652723	False	LN	0.4407517766572126	False	HP	0.3800527674717854	True	LN	0.7787081103005867	False	True	True
(ﾟ▽ﾟ)	nan	0	False	False	HP	HP	2-2-1	HP	0.8913341439502384	False	LP	0.237247149536919	False	LN	0.3963053412305595	False	HP	0.3683971651851781	False	LP	0.6980462527141843	False	False	False
(ﾟ◕‿ﾟ)	HN-S	1	False	False		HP	1-1-1-1-1	HP	0.9987037717961272	False	HN-S	0.1843345107158414	False	LN	0.6375721726984155	False	NB	0.2524717416691231	False	LP	0.7022116849721982	False		False
(ﾟ☉ﾟ)	HN-D	1	False	False	LN	LN	2-1-1-1	HP	0.8510671891020382	False	HN-D	0.2047911524827524	False	LN	0.4928918759542367	False	HN-S	0.3773035734533648	False	LN	0.7358015831283972	False	False	False
(ﾟヘﾟ)	HN-S	3	False	True	LN	LN	2-1-1-1	HP	0.8630103733521634	False	HN-D	0.2158732475007976	False	LN	0.3420552110305067	False	HN-S	0.367046374240968	True	LN	0.9647112181398788	False	False	False
(ﾟヮﾟ)	HP	2	False	False	LP	HP	2-1-1-1	HP	0.950933768374724	False	LP	0.186979286028579	False	LN	0.3646257000944024	False	HN-D	0.2208990204658033	False	LP	0.4288826400500609	False	False	False
(ﾟーﾟ)	nan	0	False	False	HN-S	NB	2-1-1-1	NB	0.6984950891860531	False	HN-D	0.2033267083413902	False	HN-S	0.3630285404422121	False	HN-S	0.2248373024069536	False	LN	0.5204766491074523	False	False	False
(ﾟ﹏ﾟ)	LN	3	False	True	HN-S	HN-S	2-2-1	HN-S	0.8742906188552813	False	HN-D	0.2570038707140292	False	HN-D	0.5150309295984078	False	HN-S	0.3159686727606677	False	LN	0.9976866797911008	True	False	False
(ﾟｰﾟ)	LN	5	False	True	LN	LN	2-1-1-1	HP	0.6540591648819479	False	HN-D	0.2024991600262288	False	LN	0.3198144408692288	True	HN-S	0.221106577715601	False	LN	0.5168476493134351	True	True	True
(ﾟﾛﾟ)	LN	1	False	False	HN-D	HN-D	3-1-1	HP	0.996505458072337	False	HN-D	0.2149691420742709	False	HN-D	0.443276733324387	False	HN-D	0.3795293794135913	False	LN	0.9858579494321212	False	False	False
(￣^￣)	LP	3	False	True	NB	NB	4-1	NB	0.7969055076983744	False	HN-S	0.2009245655226603	False	NB	0.4749508644902432	False	NB	0.2614584588112804	False	NB	0.6964972471450731	False	False	False
(￣_￣)	HN-D	3	False	True	LN	LN	3-1-1	HN-D	0.4178218346545778	True	HN-S	0.1954392472610355	False	LN	0.3008670950641202	False	LN	0.3043036375364345	False	LN	0.7247299024286942	False	False	False
(￣_￣;)	HN-S	5	False	True	LN	LN	4-1	LN	0.5910376325277892	False	HN-S	0.1990501933516686	True	LN	0.4494108241976585	False	LN	0.3223167932182748	False	LN	0.7734846981883543	False	False	False
(￣~￣;)	nan	0	False	False	LN	LN	4-1	LN	0.8288510602667064	False	HN-S	0.1974417433121118	False	LN	0.4701069751417216	False	LN	0.261862039001176	False	LN	0.8478210644329022	False	False	False
(￣ε￣;)	LP	1	False	False	LN	LN	3-2	LP	0.8316511752921361	False	LP	0.1905122053877233	False	LN	0.4801745249646865	False	LN	0.3285984838954771	False	LN	0.8831877347901897	False	False	False
(￣ω￣)	LP	2	False	False	NB	NB	4-1	NB	0.85858597189188	False	LP	0.202734865189436	False	NB	0.472616887556079	False	NB	0.2381287360711316	False	NB	0.9558597737313652	False	False	False
(￣ω￣;)	HN-S	10	False	True	LN	LN	5	LN	0.7315205512601225	False	LN	0.194916750196533	False	LN	0.3645922886486289	False	LN	0.2548943466321946	False	LN	0.5071582641862393	False	False	False
(￣∇￣)	NB	19	False	True	NB	NB	2-2-1	NB	0.7763765901065909	True	HP	0.1970786016998715	False	NB	0.5579970474354919	True	LN	0.2147568977081198	False	LN	0.466597610775517	False	True	True
(￣∇￣;)	LP	6	False	True	LN	LN	2-1-1-1	LN	0.625261242287678	False	HP	0.1912590758272184	False	NB	0.3590524579251167	False	HN-D	0.2658482957487435	False	LN	0.8627933923390588	False	False	False
(￣▽￣)	NB	72	False	True	NB	NB	3-1-1	LP	0.641577874210929	False	HP	0.213521818025745	False	NB	0.4345070970331793	True	NB	0.2738040003404914	True	NB	0.6202732474613941	True	True	True
(￣▽￣;)	HN-S	10	False	True	LN	HN-S	2-1-1-1	HN-S	0.8927314681176445	True	HP	0.1915165847145723	False	LN	0.3249762370159602	False	NB	0.2469372895443424	False	LN	0.5291080455649543	False	False	True
(￣へ￣)	nan	0	False	False	NB	NB	2-1-1-1	HN-D	0.9775386806014296	False	HN-S	0.2157965979097426	False	NB	0.5839050226597914	False	LN	0.3116050523450802	False	NB	0.8622425578690932	False	False	False
(￣ヘ￣)	nan	0	False	False	HN-D	HN-D	3-2	HN-D	0.9938174288961524	False	HN-D	0.2270850809012798	False	NB	0.5692821444550076	False	HN-D	0.312542556395886	False	NB	0.9362213188385982	False	False	False
(￣ヘ￣;)	nan	0	False	False	HN-D	HN-D	3-1-1	HN-D	0.969052112074098	False	HN-D	0.2637324917870018	False	LN	0.5308994666941034	False	HN-D	0.3584494693298729	False	NB	0.7274554198370067	False	False	False
(￣ー￣)	nan	0	False	False	NB	NB	3-1-1	NB	0.5505471399361144	False	HN-S	0.1922030304173181	False	NB	0.4732894486888788	False	NB	0.2500455236719928	False	LN	0.7197330016946224	False	False	False
(￣ー￣;)	nan	0	False	False	HN-S	LN	2-2-1	HN-S	0.9327489828904	False	HN-S	0.2025249651448044	False	LN	0.5168581742975114	False	HN-D	0.3166322063915495	False	LN	0.862899135829825	False	False	False
(￣︶￣)	LN	4	False	True	LP	LN	2-2-1	LP	0.8659267913987271	False	HP	0.1961186375416088	False	LP	0.3417679835931622	False	LN	0.3349591004877104	True	LN	0.8780268621635242	True	False	True
(￣︿￣)	HN-S	2	False	False	HN-D	HN-D	4-1	HN-D	0.9530176024720498	False	HN-D	0.3128430416629933	False	HN-D	0.3278284327616421	False	HN-D	0.339639198403333	False	LN	0.4852197329436743	False	False	False
(￣﹃￣)	HN-D	2	False	False	LN	LN	2-1-1-1	LP	0.904683300571369	False	HN-S	0.1960021034852053	False	HN-D	0.3701821390816842	False	LN	0.2888075618088447	False	LN	0.8169488157679416	False	False	False
(￣﹏￣)	HN-D	6	False	True	HN-S	LN	2-2-1	HN-S	0.583819911314596	False	HN-S	0.215866378047957	False	HN-D	0.5645769986918672	True	LN	0.3077476247270525	False	LN	0.8967842796468208	False	False	False
(￣￢￢)	HN-S	1	False	False	HN-S	LP	2-1-1-1	LP	0.9058388745619002	False	HN-S	0.2308869260353455	False	HN-S	0.4835753991200704	False	HN-D	0.3281010413770424	False	HP	0.5067170168213738	False	False	False
(￣￣)	HN-S	7	False	True	HN-S	NB	2-1-1-1	NB	0.7843215433553933	False	HN-S	0.2031178235753992	True	HN-S	0.3398337370274408	True	LP	0.221664669726289	False	LN	0.4006955130340247	False	True	False
(￣￣;✿)	HN-S	1	False	False	HN-S	LP	2-2-1	LP	0.8798002782125401	False	HN-S	0.1973409872724994	False	HN-S	0.446884612222009	False	HN-D	0.2445087485197194	False	HN-D	0.4422389379492437	False	False	False
(￣￣;￣￣)	LN	1	False	False	HN-S	HN-S	4-1	HN-S	0.5026759541524745	False	HN-S	0.2133450619770096	False	HN-S	0.4711533686754125	False	HN-S	0.2689885239773524	False	HN-D	0.8942553769189527	False	False	False
(�sad)	LN	1	False	False	HN-D	LN	2-2-1	HN-S	0.4071062976821747	False	HN-D	0.2007992129729041	False	LN	0.59367056846853	False	HN-D	0.530762659283817	False	LN	0.9933672340616578	False	False	False
(�ó_Á⇂)	HN-S	1	False	False	HN-D	HN-D	3-1-1	NB	0.967112169165289	False	HN-D	0.187932520993148	False	HN-D	0.6024881794831132	False	HN-D	0.4158612375682362	False	LN	0.8518768231798202	False	False	False
